Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
,2034,1225,5,2,2,Santacruz West,0,3,3,660
1250,1100,750,,1,,Santacruz West,1,2,2,310
1050,,780,7,1,2,Santacruz West,0,2,2,350
,,503,3,1,0,Santacruz West,0,2,2,250
,1100,700,3,1,1,Santacruz West,0,2,2,350
5000,4000,3100,11,5,1,Santacruz West,2,4,4,1800
,700,640,2,1,,Santacruz West,0,2,2,275
,850,655,2,1,2,Santacruz West,0,2,2,285
2755,2400,1925,2,2,0,Santacruz West,3,3,3,1000
1930,1300,1000,5,2,1,Santacruz West,3,2,3,500
,2000,1600,9,1,,Santacruz West,1,5,4,1100
,3200,2400,3,4,,Santacruz West,3,5,4,1200
,1625,1105,5,2,,Santacruz West,1,2,3,600
795,750,702,5,1,,Santacruz West,0,2,2,325
,1320,1200,4,1,,Santacruz West,0,3,3,450
,,1206,9,2,,Santacruz West,0,3,3,720
,650,500,2,1,,Santacruz West,0,1,1,230
1280,980,840,7,1,0,Santacruz West,3,2,2,480
,1150,860,2,2,1,Santacruz West,2,2,2,365
1500,1100,750,5,1,0,Santacruz West,0,2,2,525
,2500,2220,9,1,0,Santacruz West,1,5,4,1221
1500,,,7,,,Santacruz West,,3,3,550
1040,,650,3,1,1,Santacruz West,2,2,0,350
1600,1450,950,4,1,1,Santacruz West,3,3,0,600
2200,2000,1700,5,1,1,Santacruz West,4,3,3,900
,,550,2,1,,Santacruz West,1,1,0,175
,850,758,2,1,1,Santacruz West,2,2,1,400
1800,1500,1220,7,2,1,Santacruz West,3,3,0,725
,,500,4,1,,Santacruz West,1,1,0,200
,,1000,5,1,0,Santacruz West,3,3,0,550
,3500,2000,1,1,2,Santacruz West,4,4,0,1350
3000,2500,1800,10,2,0,Santacruz West,5,4,3,1200
6000,5500,4000,6,3,0,Santacruz West,7,5,3,3000
,3500,2000,1,2,2,Santacruz West,4,4,2,1350
1600,1400,1200,11,2,1,Santacruz West,3,3,0,725
,,485,4,1,1,Santacruz West,1,1,1,240
,,1200,9,2,,Santacruz West,3,3,0,720
,,400,1,1,,Santacruz West,1,1,0,150
,,1475,9,2,2,Santacruz West,3,3,1,823
,2970,1789,2,2,2,Santacruz West,4,4,0,956
,2034,1225,4,2,2,Santacruz West,3,3,0,658
,2034,1225,3,2,2,Santacruz West,3,3,0,656
,2419,1457,3,2,2,Santacruz West,4,4,0,781
,2420,2200,5,2,0,Santacruz West,5,5,1,790
,,1200,9,2,,Santacruz West,3,3,0,750
,,900,4,1,,Santacruz West,2,2,0,375
,,1200,9,2,,Santacruz West,3,3,0,720
2400,2200,1450,11,3,1,Santacruz West,6,4,3,824
3100,3000,2000,8,3,2,Santacruz West,4,4,2,1200
,720,600,3,1,1,Santacruz West,2,2,1,275
,,1200,9,2,,Santacruz West,3,3,0,753
2400,,1500,13,3,1,Santacruz West,4,4,0,1000
,1275,1000,7,2,1,Santacruz West,3,3,1,490
2500,2000,1300,9,2,2,Santacruz West,5,4,3,1350
,,550,2,1,,Santacruz West,1,1,0,200
3635,3630,2202,4,3,,Santacruz West,5,5,0,1600
2400,2100,1475,9,2,,Santacruz West,3,3,2,811
1450,1150,810,4,2,1,Santacruz West,2,2,0,500
3800,3500,2219,15,3,1,Santacruz West,6,4,3,1149
,,1650,9,2,,Santacruz West,4,4,0,950
3840,,2400,10,4,1,Santacruz West,6,6,0,1600
1470,,919,6,2,1,Santacruz West,3,3,0,550
2500,2000,1600,9,2,2,Santacruz West,5,4,3,1100
4000,,2500,12,5,1,Santacruz West,4,4,1,1500
3840,,2400,10,4,1,Santacruz West,6,6,0,1600
1984,,1240,11,2,1,Santacruz West,3,3,0,810
2862,,1789,7,3,1,Santacruz West,4,4,1,1055
,1776,,9,1,1,Santacruz West,4,4,1,1180
1600,1400,1000,4,1,1,Santacruz West,2,2,2,525
3500,3000,2220,8,2,2,Santacruz West,5,4,3,1221
,675,550,5,1,0,Santacruz West,2,1,2,199
1795,,1122,7,2,1,Santacruz West,3,3,0,709
,3360,2100,2,2,1,Santacruz West,4,4,1,1100
1153,,721,1,1,1,Santacruz West,2,2,0,385
1920,,1200,12,2,1,Santacruz West,3,3,0,800
2331,,1457,12,3,1,Santacruz West,4,4,1,859
2500,2000,1475,6,2,0,Santacruz West,3,3,3,811
2450,2200,1475,15,2,1,Santacruz West,4,3,3,764
2102,,1314,14,2,1,Santacruz West,3,3,1,775
1960,,1225,5,2,1,Santacruz West,3,3,1,722
1150,1100,700,4,1,0,Santacruz West,3,2,1,325
,,1430,6,2,0,Santacruz West,4,4,3,750
1920,,1200,1,1,1,Santacruz West,3,3,1,500
1850,1700,1225,11,2,1,Santacruz West,4,3,3,697
1696,,1060,7,2,1,Santacruz West,3,3,0,675
,,2200,7,2,,Santacruz West,4,4,0,900
,,800,3,1,1,Santacruz West,2,2,0,300
,,1475,7,2,2,Santacruz West,3,3,1,817
1107,,692,8,1,1,Santacruz West,2,2,0,400
,,1475,10,2,2,Santacruz West,3,3,1,826
,,1475,8,2,2,Santacruz West,3,3,1,820
1000,,750,,6,0,Santacruz West,2,2,2,250
,,2220,6,2,,Santacruz West,4,4,2,1225
3000,2500,2220,9,2,0,Santacruz West,5,4,3,1221
,200,,,,,Santacruz West,1,1,0,25
,,1000,2,20,,Santacruz West,2,3,1,280
,,1300,6,1,,Santacruz West,3,3,0,525
3392,,2120,1,2,1,Santacruz West,4,4,2,950
,,1475,12,2,2,Santacruz West,4,3,1,797
4000,3500,2886,10,1,2,Santacruz West,6,5,3,1587
,,1600,11,1,,Santacruz West,4,4,1,1000
,,2586,5,2,2,Santacruz West,5,5,2,1422
,1020,,3,2,,Santacruz West,2,2,0,230
1050,,700,3,1,1,Santacruz West,2,2,1,310
,,595,2,1,,Santacruz West,2,2,1,260
,,1025,4,2,,Santacruz West,3,3,0,300
,,2200,18,3,2,Santacruz West,5,4,2,1188
,,2586,15,4,2,Santacruz West,6,5,2,1396
250,,,5,1,2,Santacruz West,1,1,2,40
,836,,3,,0,Santacruz West,2,2,1,300
630,590,550,3,1,1,Santacruz West,1,1,0,150
,450,380,5,,,Santacruz West,1,1,0,123
,900,655,2,1,2,Santacruz West,2,2,0,285
,,650,4,1,2,Santacruz West,2,2,0,360
,750,,3,,2,Santacruz West,1,2,2,180
,600,,2,,2,Santacruz West,2,2,0,230
,1000,800,,1,,Santacruz West,2,2,2,200
,,680,1,,,Santacruz West,2,2,3,300
2240,,1400,8,1,1,Santacruz West,4,4,0,910
1300,1290,935,,1,2,Santacruz West,3,3,1,450
,650,560,2,1,2,Santacruz West,1,1,0,225
,1190,,3,2,,Santacruz West,2,3,0,390
674,645,585,4,2,1,Santacruz West,1,1,1,181
,,485,1,1,,Santacruz West,1,1,1,240
,,1200,2,2,,Santacruz West,3,3,0,450
,,1500,6,2,,Santacruz West,3,3,0,530
1050,900,760,2,1,,Santacruz West,2,2,0,240
700,,590,3,,0,Santacruz West,2,2,3,230
,650,,3,,,Santacruz West,1,1,0,70
2400,2000,1500,1,2,,Santacruz West,4,3,0,500
800,,600,2,2,,Santacruz West,2,2,0,200
,,680,3,1,,Santacruz West,2,2,3,215
,900,850,4,,1,Santacruz West,2,2,1,200
1500,1400,1000,3,1,,Santacruz West,2,2,3,400
790,690,575,7,,,Santacruz West,1,2,1,150
650,,,3,1,,Santacruz West,1,1,0,250
400,336,280,2,1,0,Santacruz West,2,1,0,85
,,1080,3,1,1,Santacruz West,3,3,2,450
,,400,1,1,,Santacruz West,1,1,0,250
560,480,,2,1,,Santacruz West,2,2,1,280
865,,,2,1,0,Santacruz West,2,2,0,250
170,,,2,,,Santacruz West,1,1,0,25
,,330,3,1,2,Santacruz West,1,1,1,90
1091,,,1,,0,Santacruz West,1,2,1,200
1440,,900,1,1,1,Santacruz West,3,3,0,360
,180,,2,,1,Santacruz West,1,1,0,65
1100,900,750,5,1,0,Santacruz West,2,2,0,350
2000,,1300,1,2,,Santacruz West,3,3,3,650
950,825,700,3,1,,Santacruz West,2,2,0,230
,,365,4,1,0,Santacruz West,1,1,,100
1580,1030,910,2,1,,Santacruz West,3,3,3,280
2100,1950,1500,7,1,1,Santacruz West,3,0,3,700
1600,1400,1100,6,2,,Santacruz West,2,3,2,500
1500,1100,910,2,1,1,Santacruz West,3,0,3,270
,497.2,452,,1,,Santacruz West,1,0,1,200
1100,,900,5,1,0,Santacruz West,2,0,2,350
,,1600,7,2,0,Santacruz West,3,3,4,850
,215,,2,,2,Santacruz West,1,,1,16.5
950,850,700,2,1,0,Santacruz West,0,2,2,385
1776,,,9,1,1,Santacruz West,1,4,4,1180
1350,1240,857,19,2,1,Vikhroli East,1,2,2,280
1340,1240,857,9,2,1,Vikhroli East,1,2,2,280
550,500,350,3,1,1,Vikhroli East,0,1,1,75
675,595,405,2,1,1,Vikhroli East,3,1,1,88
1340,1240,857,15,2,1,Vikhroli East,1,2,2,275
300,,,1,1,,Vikhroli East,0,1,1,62
1470,,892,4,2,,Vikhroli East,2,2,3,292
560,485,360,1,,,Vikhroli East,0,1,1,79
850,,500,18,1,1,Vikhroli East,0,2,2,110
,1110,859,9,1,1,Vikhroli East,0,2,2,240
,1417,859,10,1,1,Vikhroli East,,2,2,279
1200,1111,859,9,1,1,Vikhroli East,2,2,0,240
1200,1180,859,1,1,,Vikhroli East,2,2,0,255
1851,1751,1122,14,2,1,Vikhroli East,3,3,1,329
,1240,859,9,1,1,Vikhroli East,2,2,0,240
1870,1800,1110,18,2,0,Vikhroli East,3,3,0,422
620,450,,8,,0,Vikhroli East,2,1,2,120
330,300,225,1,,2,Vikhroli East,1,1,1,58
2000,1830,1110,9,1,1,Vikhroli East,3,3,1,425
850,,507,12,1,,Vikhroli East,2,2,0,125
1240,1230,750,22,1,1,Vikhroli East,2,2,2,208
1050,,850,8,1,2,Vikhroli East,2,2,2,240
1255,1125,859,11,1,1,Vikhroli East,2,2,0,240
1800,,,21,1,1,Vikhroli East,3,3,2,450
1900,1830,1110,10,1,1,Vikhroli East,3,3,0,425
931,,,6,1,1,Vikhroli East,2,2,1,154
728,,,14,1,2,Vikhroli East,2,1,1,160
,1870,1110,18,2,1,Vikhroli East,3,3,0,425
,1040,750,18,1,1,Vikhroli East,2,2,2,250
,1050,,6,1,1,Vikhroli East,2,2,2,240
1830,1758,1110,12,1,1,Vikhroli East,3,3,1,425
,1870,1120,18,3,1,Vikhroli East,3,3,2,400
,1870,1110,17,2,1,Vikhroli East,3,3,3,400
1633,1200,990,1,1,1,Vikhroli East,2,2,2,277
,1870,1110,10,1,1,Vikhroli East,3,3,0,420
1225,,743,3,1,,Vikhroli East,2,2,2,235
555,,530,9,,,Vikhroli East,2,2,0,115
,1200,856,4,1,1,Vikhroli East,2,2,2,275
,1200,849,5,2,1,Vikhroli East,2,2,2,275
,1700,1110,18,2,1,Vikhroli East,3,3,2,425
,1760,1120,25,2,1,Vikhroli East,3,3,3,430
889,789,545,9,1,2,Vikhroli East,1,1,0,146
,1200,850,4,1,,Vikhroli East,2,2,1,275
,1200,855,22,2,1,Vikhroli East,2,2,2,290
,1200,848,2,2,,Vikhroli East,2,2,2,285
1225,1125,743,15,1,2,Vikhroli East,2,2,0,230
1226,1126,743,10,1,2,Vikhroli East,2,2,0,240
1250,991,843,2,1,1,Vikhroli East,2,2,0,244
1870,1700,1200,16,2,1,Vikhroli East,3,3,0,423
1747,,1050,4,2,1,Vikhroli East,3,3,2,345
1230,1130,744,10,1,2,Vikhroli East,2,2,0,230
748,648,453,6,1,2,Vikhroli East,1,1,0,140
747,647,455,10,1,2,Vikhroli East,1,1,0,145
750,650,505,9,1,,Vikhroli East,2,1,3,100
899,799,545,5,1,2,Vikhroli East,1,1,0,170
747,647,453,10,1,2,Vikhroli East,1,1,0,150
,1200,848,19,2,1,Vikhroli East,2,2,2,290
747,647,453,8,1,2,Vikhroli East,1,1,0,141
1870,1860,1200,11,1,,Vikhroli East,3,3,0,435
1225,1125,743,11,1,2,Vikhroli East,2,2,0,220
2082,1982,1262,14,1,2,Vikhroli East,3,3,0,420
1353,1253,820,10,1,2,Vikhroli East,2,2,0,280
1509,1409,915,12,1,2,Vikhroli East,3,3,0,320
1958,1858,1187,3,2,1,Vikhroli East,3,3,1,352
1419,1320,858,15,1,2,Vikhroli East,3,3,0,301
780,768,480,1,1,2,Vikhroli East,2,1,0,176
710,694,496,2,1,2,Vikhroli East,2,1,1,180
1225,1125,743,12,1,2,Vikhroli East,2,2,0,235
1415,1315,858,14,1,2,Vikhroli East,3,3,0,301
725,,,5,1,,Vikhroli East,1,1,1,165
,2592,1762,27,3,1,Vikhroli East,5,4,0,850
2592,2400,1762,9,1,1,Vikhroli East,4,4,0,850
2592,2425,1762,12,1,1,Vikhroli East,4,4,0,850
2592,2458,1762,11,1,1,Vikhroli East,4,4,0,850
1899,,1321,12,2,1,Vikhroli East,3,3,1,405
1870,1860,1110,19,1,1,Vikhroli East,3,3,2,422
940,900,850,15,1,1,Vikhroli East,2,2,0,275
940,879,832,15,1,2,Vikhroli East,2,2,1,300
1200,1199,950,1,1,0,Vikhroli East,2,2,1,245
,,990,10,1,1,Vikhroli East,2,2,1,277
2700,2600,1690,16,1,2,Vikhroli East,4,4,0,590
1250,980,843,2,1,,Vikhroli East,2,2,1,245
1760,1745,1092,1,1,2,Vikhroli East,3,3,3,412
1400,1350,931,1,1,2,Vikhroli East,2,3,2,354
1290,1270,794,1,1,2,Vikhroli East,2,2,0,291
1920,1899,1187,1,1,2,Vikhroli East,3,4,3,445
3631,,2197,17,3,1,Vikhroli East,5,5,3,875
3530,3510,2250,11,1,1,Vikhroli East,4,4,2,800
,1893,1793,1,1,,Vikhroli East,3,3,1,250
1100,,722,6,1,1,Vikhroli East,2,2,1,250
1750,1342,1247,22,2,1,Vikhroli East,3,3,1,435
1122,,722,3,1,,Vikhroli East,2,2,1,252
3500,2400,2331,17,3,,Vikhroli East,5,4,3,902
,950,850,2,1,,Vikhroli East,2,2,1,200
,1387,1287,,1,,Vikhroli East,2,3,1,350
1415,1315,858,14,1,2,Vikhroli East,3,3,0,320
463,,,9,1,,Vikhroli East,1,1,0,175
320,,,1,,,Vikhroli East,1,1,0,38
2110,2000,1320,18,2,2,Vikhroli East,3,3,1,450
700,688,600,4,1,0,Vikhroli East,2,2,0,165
,1000,900,3,1,,Vikhroli East,2,2,1,300
,,320,7,,1,Vikhroli East,1,1,0,69
,731,,17,1,2,Vikhroli East,1,1,1,100
,350,270,13,1,2,Vikhroli East,1,1,2,33
1250,1200,743,11,1,2,Vikhroli East,2,2,0,230
,,800,2,1,2,Vikhroli East,3,2,1,264
,,439,3,1,2,Vikhroli East,1,1,0,90
,,859,9,1,1,Vikhroli East,2,2,0,300
,409,,,,2,Vikhroli East,1,1,,82
,,500,2,1,,Vikhroli East,2,1,2,50
,,226,4,,,Vikhroli East,1,0,1,55
763,700,453,7,1,2,Vikhroli East,1,0,1,140
585,,,7,,,Vikhroli East,1,0,2,110
,620,,5,,0,Vikhroli East,1,2,2,100
,,320,3,,,Vikhroli East,1,0,2,64
400,350,225,3,10,2,Vikhroli East,1,1,1,60
1250,1008,847,10,2,,Vikhroli East,2,1,2,281
,640,,14,1,,Vikhroli East,1,2,2,99
1269,,889,10,1,1,Vikhroli East,3,1,3,297
,220,,2,1,2,Vikhroli East,1,0,1,52
325,300,225,3,1,2,Vikhroli East,1,0,1,51
330,300,225,4,1,1,Vikhroli East,1,1,1,48
1400,1200,859,10,1,1,Vikhroli East,2,0,2,240
1400,1255,859,12,1,1,Vikhroli East,2,1,2,240
595,560,,7,,,Vikhroli East,1,3,1,85
,925,650,11,1,,Vikhroli East,2,1,3,180
1000,,,12,1,,Vikhroli East,2,0,2,115
1010,910,615,11,1,2,Vikhroli East,2,1,2,122
1300,1200,859,10,1,1,Vikhroli East,2,1,2,240
1402,1302,850,15,1,1,Vikhroli East,2,0,2,260
1255,1155,859,14,1,1,Vikhroli East,2,0,2,240
,1240,859,10,1,1,Vikhroli East,2,0,2,240
1000,,550,4,1,2,Vikhroli East,2,1,2,105
850,,510,13,,1,Vikhroli East,2,0,2,97.75
1140,1100,600,8,1,1,Vikhroli East,2,1,2,136
685,650,430,10,1,1,Vikhroli East,1,1,2,91.27
,,465,3,1,2,Vikhroli East,1,1,1,165
550,484,360,,,,Vikhroli East,1,0,1,56.5
,,1397,4,1,,Vikhroli East,3,3,3,552
,,722,7,1,1,Vikhroli East,2,1,2,280
,,722,7,1,,Vikhroli East,2,2,2,290
,,1264,4,1,2,Vikhroli East,3,2,3,475
,754,,3,1,,Vikhroli East,2,2,2,100
650,600,420,3,1,1,Vikhroli East,1,1,1,95
,,1276,11,1,,Vikhroli East,3,1,3,437
1870,1810,1100,21,1,,Vikhroli East,3,1,3,441
2100,,1756,18,2,1,Vikhroli East,4,2,5,792
,715,550,4,1,2,Vikhroli East,2,2,2,97.5
,790,490,4,,2,Vikhroli East,2,1,2,95
,535,335,10,,2,Vikhroli East,1,1,1,75
,1860,1110,25,1,2,Vikhroli East,3,0,3,425
,,420,4,1,2,Vikhroli East,1,3,1,87
790,,,14,1,,Vikhroli East,2,3,2,135
,,,1,,2,Vikhroli East,1,0,1,80
,450,,2,1,,Vikhroli East,2,0,1,30
,,350,1,1,,Vikhroli East,1,0,1,62
,500,,2,1,,Vikhroli East,1,0,1,90
,1100,1000,2,,0,Vikhroli East,2,1,3,105
610,550,465,3,1,,Vikhroli East,1,1,1,90
1250,1100,850,17,1,,Vikhroli East,2,1,2,281
1200,,850,11,2,1,Vikhroli East,2,2,2,281
,580,487,7,1,1,Vikhroli East,1,1,1,90
850,,,5,20,0,Vikhroli East,2,0,2,145
859,,,15,1,0,Vikhroli East,2,1,2,278
1380,1255,859,12,1,2,Vikhroli East,2,0,2,270
747,647,453,6,1,2,Vikhroli East,1,0,1,140
1200,,850,15,2,1,Vikhroli East,2,2,2,275
1240,1200,847,7,1,2,Vikhroli East,2,1,2,274
1870,1800,1110,18,2,0,Vikhroli East,3,0,3,430
,1180,859,10,1,0,Vikhroli East,2,0,2,275
1340,1240,859,1,1,1,Vikhroli East,2,0,2,250
1238,,743,3,1,1,Vikhroli East,2,2,2,240
790,,480,5,1,1,Vikhroli East,1,1,1,155
1420,,960,7,1,1,Vikhroli East,2,1,2,298
2790,,1690,3,3,1,Vikhroli East,4,3,4,625
1555,,943,5,2,1,Vikhroli East,3,1,2,300
1420,,960,1,1,1,Vikhroli East,2,0,2,260
1200,,843,8,2,1,Vikhroli East,2,0,2,285
2110,,1276,5,2,1,Vikhroli East,3,1,3,396
,1200,848,2,2,,Vikhroli East,2,2,2,285
747,647,453,6,1,2,Vikhroli East,1,0,1,140
899,799,545,5,1,2,Vikhroli East,1,0,1,170
,500,,2,1,,Vikhroli East,1,0,1,90
1830,1758,1110,12,1,1,Vikhroli East,3,1,3,425
,731,,17,1,2,Vikhroli East,1,1,1,100
700,688,600,4,1,0,Vikhroli East,2,0,2,165
,,722,7,1,,Vikhroli East,2,2,2,290
,975,690,10,1,1,Vikhroli West,2,2,2,175
,950,665,10,1,1,Vikhroli West,2,2,2,175
,925,649,10,1,,Vikhroli West,2,2,2,175
,635,446,6,1,,Vikhroli West,1,1,1,125
,750,660,1,1,,Vikhroli West,2,0,2,60
995,,603,14,1,2,Vikhroli West,2,0,2,121
1024,924,619,10,1,2,Vikhroli West,2,1,2,126
1070,1000,650,12,1,2,Vikhroli West,2,1,2,132
1010,920,619,11,1,2,Vikhroli West,2,1,2,124
1423,1129,852,16,2,1,Vikhroli West,3,0,3,179
1082,878,648,14,1,1,Vikhroli West,2,0,2,129
1030,940,620,12,1,2,Vikhroli West,2,1,2,129
1080,980,647,14,1,2,Vikhroli West,2,0,2,118
1082,982,648,15,1,2,Vikhroli West,2,0,2,119
1006,925,610,10,1,2,Vikhroli West,2,1,2,119
2089,1813,1251,19,2,1,Vikhroli West,4,0,4,250
735,584,440,12,1,1,Vikhroli West,1,0,2,80.83
1022,925,612,10,1,2,Vikhroli West,2,0,2,112
,,603,,1,,Vikhroli West,2,1,2,111
1007,908,603,15,1,2,Vikhroli West,2,0,2,110
715,615,428,10,1,2,Vikhroli West,1,0,1,78
715,615,428,7,1,2,Vikhroli West,1,0,1,78
750,,,17,1,0,Vikhroli West,1,0,2,115
1124,975,576,16,1,1,Vikhroli West,2,1,2,124
,630,,3,1,2,Vikhroli West,1,0,2,135
,,424,4,,2,Vikhroli West,1,0,2,103
2069,1797,1159,19,1,1,Vikhroli West,4,0,4,228
,,675,10,1,1,Vikhroli West,2,1,2,160
736,640,390,16,1,1,Vikhroli West,1,0,2,81
,500,385,2,,,Vikhroli West,1,1,1,85
,600,550,2,,,Vikhroli West,4,1,2,50
750,650,442,17,1,0,Vikhroli West,1,2,2,115
350,,300,8,,,Vikhroli West,1,0,1,80
,300,,,1,2,Vikhroli West,1,0,1,47
,,,1,,,Vikhroli West,1,0,1,12
902,,,8,1,0,Vikhroli West,3,0,2,170
,,585,11,1,,Vikhroli West,2,3,2,190
,,,,1,,Vikhroli West,1,0,1,12
994,,,11,1,,Vikhroli West,2,0,2,124
705,605,426,9,1,2,Vikhroli West,1,1,2,81
700,600,425,9,1,2,Vikhroli West,1,0,2,79
1050,,700,7,1,2,Vikhroli West,2,1,2,165
1007,910,603,8,1,2,Vikhroli West,2,0,2,110
729,620,442,10,1,1,Vikhroli West,1,0,1,110
1080,980,655,12,1,2,Vikhroli West,2,0,2,155
1143,1115,600,10,1,1,Vikhroli West,2,0,2,138
1060,950,729,1,1,1,Vikhroli West,2,2,2,145
,,428,,1,,Vikhroli West,1,0,1,75
,921,,6,,,Vikhroli West,2,0,2,130
700,,419,11,1,,Vikhroli West,1,0,2,87
650,,425,17,1,,Vikhroli West,1,1,2,118
676,576,410,10,1,2,Vikhroli West,1,0,1,130
,,450,8,1,1,Vikhroli West,1,1,2,125
,,603,4,1,2,Vikhroli West,2,0,2,110
,,424,4,1,2,Vikhroli West,1,0,2,77.88
,,595,4,1,2,Vikhroli West,2,0,2,109
,,418,4,1,2,Vikhroli West,1,0,2,77
,1240,840,12,1,0,Vikhroli West,2,3,2,250
,,250,1,,2,Vikhroli West,1,0,1,16
,201,,2,,,Vikhroli West,1,0,1,85
,650,,2,,,Vikhroli West,2,0,2,65
,,655,5,,,Vikhroli West,2,0,2,162
,1450,1100,,,,Vikhroli West,2,1,2,200
994,,,11,1,,Vikhroli West,2,0,2,124
676,576,410,10,1,2,Vikhroli West,1,0,1,130
700,600,425,9,1,2,Vikhroli West,1,0,2,79
650,,425,17,1,,Vikhroli West,1,1,2,118
,950,665,10,1,1,Vikhroli West,2,2,2,175
,,428,,1,,Vikhroli West,1,0,1,75
,,,,1,,Vikhroli West,1,0,1,12
750,650,442,17,1,0,Vikhroli West,1,2,2,115
1124,975,576,16,1,1,Vikhroli West,2,1,2,124
350,,300,8,,,Vikhroli West,1,0,1,80
1800,,1200,2,1,,Vile Parle East,3,3,3,425
1000,900,580,2,,0,Vile Parle East,2,0,2,220
,,770,2,,,Vile Parle East,2,3,2,275
,900,,2,,,Vile Parle East,2,2,2,255
1400,1300,1050,6,1,,Vile Parle East,3,2,2,385
1100,1000,700,2,1,2,Vile Parle East,2,0,2,270
,500,,6,,,Vile Parle East,1,0,2,140
4125,,2500,11,2,,Vile Parle East,5,0,5,700
800,600,480,5,1,1,Vile Parle East,1,1,2,190
1800,1600,1200,6,1,,Vile Parle East,3,1,3,351
700,600,460,3,1,2,Vile Parle East,1,0,1,207
,,800,5,2,1,Vile Parle East,2,0,2,300
950,,850,4,1,0,Vile Parle East,2,1,2,275
750,,550,3,1,1,Vile Parle East,1,1,1,250
,,449.5,3,1,1,Vile Parle East,1,0,2,189
1650,,1225,4,1,2,Vile Parle East,3,0,3,552
,,971.5,3,1,1,Vile Parle East,3,0,3,369
1100,1000,810,6,1,2,Vile Parle East,3,0,3,310
1617,,1011,6,,1,Vile Parle East,3,0,3,375
,,4187,10,3,,Vile Parle East,3,2,4,2500
650,,450,4,1,2,Vile Parle East,1,1,1,202
,750,600,4,1,,Vile Parle East,2,1,2,235
650,,450,5,1,,Vile Parle East,1,0,1,203
,850,790,6,1,,Vile Parle East,3,1,2,350
1050,,815,6,2,0,Vile Parle East,3,2,2,350
1600,,1350,2,1,2,Vile Parle East,3,3,3,675
1610,,1355,4,1,2,Vile Parle East,3,3,3,675
1350,,1150,4,1,0,Vile Parle East,3,1,3,450
,1050,870,4,2,2,Vile Parle East,3,0,3,400
,,850,6,1,2,Vile Parle East,3,1,2,350
,610,410,1,1,2,Vile Parle East,1,0,2,180
721,,,5,2,2,Vile Parle East,2,3,2,335
2700,,1847,12,3,2,Vile Parle East,4,1,4,900
,,1011,11,2,1,Vile Parle East,3,0,3,375
1040,,650,8,1,1,Vile Parle East,2,0,2,285
1400,1250,1155,6,1,,Vile Parle East,3,0,3,360
,,2200,,2,,Vile Parle East,4,0,4,1100
,,922,5,2,1,Vile Parle East,3,0,3,500
,,809,6,1,1,Vile Parle East,3,1,3,334
,,1003,9,1,,Vile Parle East,3,0,3,450
,600,475,5,2,,Vile Parle East,1,1,2,190
,,450,3,1,1,Vile Parle East,2,1,2,211
,,880,3,1,1,Vile Parle East,2,0,2,436
,650,,,1,,Vile Parle East,1,1,1,135
,300,225,4,,0,Vile Parle East,1,0,1,50
325,,230,7,,,Vile Parle East,1,2,1,52
1200,900,600,2,1,,Vile Parle East,2,1,2,260
,900,,5,2,1,Vile Parle East,2,0,2,265
,1230,948,3,1,2,Vile Parle East,3,1,3,325
,550,,1,1,,Vile Parle East,1,0,1,185
,677,,,1,,Vile Parle East,2,1,1,190
,732,,,,1,Vile Parle East,2,0,2,200
505,,,2,1,,Vile Parle East,2,1,1,202
,620,540,1,1,1,Vile Parle East,1,1,2,175
,,500,6,,,Vile Parle East,1,0,1,135
,1000,,,1,,Vile Parle East,3,0,2,380
,,610,4,1,,Vile Parle East,2,0,3,244
,1020,755,1,1,1,Vile Parle East,2,0,2,340
,325,,3,,2,Vile Parle East,1,0,1,130
1100,1000,900,3,,,Vile Parle East,2,3,2,310
1200,,,,1,,Vile Parle East,3,0,2,425
,465,,2,,2,Vile Parle East,1,1,2,150
,900,,6,,,Vile Parle East,2,1,2,300
,,330,1,,2,Vile Parle East,1,0,1,115
,,430,2,1,,Vile Parle East,1,0,1,155
,,430,3,1,,Vile Parle East,1,0,2,185
1255,940,800,2,1,1,Vile Parle East,3,3,2,310
,,591,4,1,0,Vile Parle East,2,0,2,240
705,,,5,1,0,Vile Parle East,2,0,2,255
,676,,2,1,2,Vile Parle East,2,2,2,280
600,540,360,6,,1,Vile Parle East,1,0,1,180
270,,,9,1,2,Vile Parle East,1,0,1,99
,225,,5,,1,Vile Parle East,1,0,1,45
670,,580,4,,1,Vile Parle East,2,0,2,210
450,,,6,,,Vile Parle East,1,0,1,80
,,1250,4,1,1,Vile Parle East,3,0,3,602
1100,,710,3,1,0,Vile Parle East,3,0,2,480
1000,900,750,1,1,0,Vile Parle East,2,1,2,340
,,380,1,,1,Vile Parle East,1,0,1,90
,,640,2,1,2,Vile Parle East,2,0,2,275
1200,,,5,1,1,Vile Parle East,2,1,2,300
,800,,3,,,Vile Parle East,1,0,2,225
,2700,2152,5,2,0,Vile Parle East,4,1,4,1300
,380,,1,,0,Vile Parle East,1,0,1,90
,,450,1,1,,Vile Parle East,1,0,2,210
1100,1000,720,2,2,1,Vile Parle East,2,0,1,255
,1000,650,7,,,Vile Parle East,2,0,2,200
1200,1000,800,1,1,,Vile Parle East,2,0,2,300
1200,,805,3,1,1,Vile Parle East,2,1,2,180
700,600,500,4,1,2,Vile Parle East,1,1,1,130
